recipe_name,aggregateRating,flavors,willMakeAgainPct,reviewsCount,url
Cheesecake with Ginger-Lime Candied Raspberries,3.62,['ginger' 'lime' 'mint' 'orange' 'raspberry'],88,9,/recipes/food/views/cheesecake-with-ginger-lime-candied-raspberries-51104800
Melon Carpaccio with Lime,4.0,['lemon' 'lime' 'mint' 'vanilla'],100,5,/recipes/food/views/melon-carpaccio-with-lime-51104700
Coffee S'mores Pie,3.5,['chocolate' 'coffee' 'graham_cracker'],73,15,/recipes/food/views/coffee-smores-pie-51104720
Persian Love Cake,3.55,['cardamom' 'lemon' 'pistachio' 'rose' 'saffron'],90,141,/recipes/food/views/persian-love-cake-232273
Arya's Snitched Tarts,0.0,['date' 'fig' 'honey'],0,1,/recipes/food/views/aryas-snitched-tarts-51102410
Iced Blueberries in Sweet Cream,1.0,['blueberry' 'honey'],0,1,/recipes/food/views/iced-blueberries-in-sweet-cream-51102420
Brown Sugar Ice Cream with a Ginger-Caramel Swirl,3.5,['ginger'],100,6,/recipes/food/views/brown-sugar-ice-cream-with-a-ginger-caramel-swirl-51100400
Malted Vanilla Ice Cream with Peanut Brittle and Milk Chocolate Pieces,4.0,['chocolate' 'peanut' 'vanilla'],67,3,/recipes/food/views/malted-vanilla-ice-cream-with-peanut-brittle-and-milk-chocolate-pieces-51100020
Black Walnut Cake,0.0,['vanilla' 'walnut'],0,0,/recipes/food/views/black-walnut-cake-395809
Strawberry Tarts with Ginger-Nut Crust,3.75,['almond' 'coconut' 'ginger' 'lemon' 'strawberry' 'vanilla'],100,4,/recipes/food/views/strawberry-tarts-with-ginger-nut-crust-395925
Apricot Crumble Parfait,4.0,['apricot' 'cinnamon' 'oat' 'vanilla'],75,6,/recipes/food/views/apricot-crumble-parfait-395889
Cocoa-Date Truffles,3.0,['coconut' 'date' 'hazelnut' 'oat' 'orange' 'pistachio'],100,1,/recipes/food/views/cocoa-date-truffles-395913
Peach-Blueberry Ice Cream Pie,4.0,['blueberry' 'ginger' 'lemon' 'peach'],100,4,/recipes/food/views/peach-blueberry-ice-cream-pie-395920
Sweet-and-Salty Peanut Butter Sauce,3.0,['peanut'],100,1,/recipes/food/views/sweet-and-salty-peanut-butter-sauce-395942
Vanilla-Roasted Rhubarb and Strawberries,3.5,['pistachio' 'rhubarb' 'strawberry' 'vanilla'],100,2,/recipes/food/views/vanilla-roasted-rhubarb-and-strawberries-395949
White Miso Peach/Pear/Apple,3.0,['peach'],100,1,/recipes/food/views/white-miso-peach-pear-apple-395670
Candy Cap,4.0,['coffee'],100,1,/recipes/food/views/candy-cap-395669
Thai Iced Tea Cake,1.33,['vanilla'],0,1,/recipes/food/views/thai-iced-tea-cake-395595
Cherries in Almond Syrup Over Greek Yogurt,4.0,['almond' 'cherry' 'lemon'],67,7,/recipes/food/views/cherries-in-almond-syrup-over-greek-yogurt-395490
Strawberries with Chamomile Cream,3.86,['chamomile' 'strawberry'],100,6,/recipes/food/views/strawberries-with-chamomile-cream-395452
Blackberry Financiers,3.74,['almond' 'blackberry' 'honey'],92,15,/recipes/food/views/blackberry-financiers-395439
Amaretto Olive Oil Cake,3.0,['almond' 'raspberry'],100,14,/recipes/food/views/amaretto-olive-oil-cake-395395
Lemon Pudding with Strawberries and Meringue Cigars,3.67,['lemon' 'pistachio' 'strawberry'],100,6,/recipes/food/views/lemon-pudding-with-strawberries-and-meringue-cigars-395394
Skewered Strawberry & Marshmallow S'mores,3.75,['chocolate' 'marshmallow' 'strawberry'],100,4,/recipes/food/views/skewered-strawberry-marshmallow-smores-395349
Modern Mexican Chocolate Flan,3.5,['almond' 'chocolate' 'cinnamon' 'coffee' 'vanilla'],57,7,/recipes/food/views/modern-mexican-chocolate-flan-395129
Mango-Lime Ice,0.0,['lime' 'mango' 'orange'],0,0,/recipes/food/views/mango-lime-ice-395130
XOCO Churros with Mexican Hot Chocolate,3.14,['chocolate' 'cinnamon'],100,5,/recipes/food/views/xoco-churros-with-mexican-hot-chocolate-395109
Ginger Spice Cake with Dried Cherries,2.0,['allspice' 'cherry' 'chocolate' 'cinnamon' 'coffee' 'ginger' 'pepper'],75,5,/recipes/food/views/ginger-spice-cake-with-dried-cherries-395034
Marmalade Cake,3.22,['anise' 'orange' 'vanilla'],75,10,/recipes/food/views/marmalade-cake-395059
Pistachio Pound Cake,3.47,['lemon' 'lime' 'orange' 'pistachio'],89,9,/recipes/food/views/pistachio-pound-cake-395065
Almond-Oat Strawberry Shortcakes,3.63,['almond' 'oat' 'orange' 'strawberry' 'vanilla'],82,18,/recipes/food/views/almond-oat-strawberry-shortcakes-395029
Apricot-Anise Tarts,0.0,['almond' 'apricot'],0,7,/recipes/food/views/apricot-anise-tarts-395030
Coupe Glacée Meringue,4.0,['blueberry' 'honey' 'lemon' 'mint' 'vanilla'],100,2,/recipes/food/views/coupe-glacee-meringue-395053
Key Lime Meringue Cake,2.67,['lime' 'vanilla'],67,6,/recipes/food/views/key-lime-meringue-cake-394969
Rhubarb-Mascarpone Mousse Cake,3.31,['mascarpone' 'rhubarb' 'strawberry' 'vanilla'],75,16,/recipes/food/views/rhubarb-mascarpone-mousse-cake-395015
Homemade Dulce de Leche,4.0,['vanilla'],100,7,/recipes/food/views/homemade-dulce-de-leche-395011
Vegan Vanilla Marshmallows,4.0,['vanilla'],100,1,/recipes/food/views/vegan-vanilla-marshmallows-394849
Kool-Aid Marshmallows,3.67,['marshmallow'],100,2,/recipes/food/views/kool-aid-marshmallows-394830
Maple-Bacon Marshmallows,3.56,['cinnamon' 'maple'],58,12,/recipes/food/views/maple-bacon-marshmallows-394829
Caramel Madness,0.0,['caramel' 'chocolate' 'coconut'],0,0,/recipes/food/views/caramel-madness-394770
"Bacon, Oatmeal, and Raisin Cookies",2.0,['oat' 'raisin' 'vanilla'],43,8,/recipes/food/views/bacon-oatmeal-and-raisin-cookies-394670
Parmesan Shortbread with Fennel and Sea Salt,3.83,['fennel' 'pepper'],100,10,/recipes/food/views/parmesan-shortbread-with-fennel-and-sea-salt-394673
Roasted Pineapple with Honey and Pistachios,3.79,['honey' 'mint' 'orange' 'pineapple' 'pistachio'],93,15,/recipes/food/views/roasted-pineapple-with-honey-and-pistachios-394677
Cardamom Rice Pudding (Payasam),3.0,['almond' 'cardamom' 'cinnamon' 'raisin'],50,6,/recipes/food/views/cardamom-rice-pudding-em-payasam-em-394659
Chocolate Sponge Cake,2.8,['chocolate' 'cocoa' 'vanilla'],100,5,/recipes/food/views/chocolate-sponge-cake-394672
Walnut Cake,2.04,['almond' 'vanilla' 'walnut'],56,20,/recipes/food/views/walnut-cake-394718
Raspberry Linzer Bars,3.5,['almond' 'raspberry' 'vanilla'],100,3,/recipes/food/views/raspberry-linzer-bars-394675
Chocolate-Peanut Butter Fun Cake,3.47,['chocolate' 'cocoa' 'peanut' 'vanilla'],87,16,/recipes/food/views/chocolate-peanut-butter-fun-cake-394664
Red Bean Ice Cream,4.0,['vanilla'],100,1,/recipes/food/views/red-bean-ice-cream-394530
Old-Fashioned Graham Crackers with Turbinado Sugar,2.5,['cinnamon'],40,12,/recipes/food/views/old-fashioned-graham-crackers-with-turbinado-sugar-388650
Hazelnut Brittle,2.67,['hazelnut'],20,5,/recipes/food/views/hazelnut-brittle-388652
Rich Chocolate Cake with Salty Dulce de Leche & Hazelnut Brittle,3.82,['cocoa' 'coffee' 'hazelnut' 'vanilla'],94,18,/recipes/food/views/rich-chocolate-cake-with-salty-dulce-de-leche-hazelnut-brittle-388651
Fresh Pumpkin Pie with Salty Roasted Pepitas,3.0,['cinnamon' 'clove' 'ginger' 'pumpkin'],100,5,/recipes/food/views/fresh-pumpkin-pie-with-salty-roasted-pepitas-388669
Banana Cream Pie with Salty Bourbon Caramel,3.37,['banana' 'peanut' 'vanilla'],71,29,/recipes/food/views/banana-cream-pie-with-salty-bourbon-caramel-388653
Coconut Southern Comfort Layer Cake,3.5,['coconut'],75,18,/recipes/food/views/coconut-southern-comfort-layer-cake-388659
Black Bottom Pie,4.0,['almond' 'chocolate' 'cocoa' 'coffee' 'mascarpone' 'rum' 'vanilla'],67,3,/recipes/food/views/black-bottom-pie-388691
Chocolate-Stout Brownies,3.27,['chocolate' 'vanilla'],74,36,/recipes/food/views/chocolate-stout-brownies-388657
Chocolate-Oatmeal Moon Pies,3.83,['cherry' 'chocolate' 'honey' 'marshmallow' 'oat' 'pecan' 'vanilla'],88,8,/recipes/food/views/chocolate-oatmeal-moon-pies-388712
Sorghum Spice Cake,3.5,['allspice' 'cinnamon' 'ginger' 'nutmeg' 'raisin'],100,2,/recipes/food/views/sorghum-spice-cake-388702
Dried Fruit Compote with Ginger Syrup,3.5,['ginger'],50,2,/recipes/food/views/dried-fruit-compote-with-ginger-syrup-388661
Peach Pie,3.72,['cardamom' 'lemon' 'peach' 'vanilla'],72,18,/recipes/food/views/peach-pie-388611
Mexican Chocolate Tart with Cinnamon-Spiced Pecans,3.66,['chocolate' 'cinnamon' 'pecan' 'pepper' 'vanilla'],95,61,/recipes/food/views/mexican-chocolate-tart-with-cinnamon-spiced-pecans-237114
Chocolate Yummy,3.8,['chocolate' 'pecan' 'vanilla'],100,3,/recipes/food/views/chocolate-yummy-388370
Buttery Sugar Cookies,3.0,['vanilla'],100,2,/recipes/food/views/buttery-sugar-cookies-387469
Caramel Cheesecake Bites,3.43,['vanilla'],83,6,/recipes/food/views/caramel-cheesecake-bites-387470
Chocolate-Dipped Spritz Washboards with Pistachios,2.5,['almond' 'chocolate' 'pistachio'],0,1,/recipes/food/views/chocolate-dipped-spritz-washboards-with-pistachios-387471
Double-Deep-Chocolate Hanukkah Layer Cake,3.5700000000000003,['chocolate' 'cocoa' 'coconut' 'vanilla'],67,6,/recipes/food/views/double-deep-chocolate-hanukkah-layer-cake-387493
Lamington Bars,0.0,['chocolate' 'coconut' 'raspberry'],0,0,/recipes/food/views/lamington-bars-387409
Red Fife and Pumpkin Seed Cookies,0.0,['lemon' 'pumpkin' 'vanilla'],0,0,/recipes/food/views/red-fife-and-pumpkin-seed-cookies-387402
Romeo's Sighs and Juliet's Kisses,3.0,['almond' 'chocolate' 'cocoa' 'vanilla'],50,6,/recipes/food/views/romeos-sighs-and-juliets-kisses-387429
Bacon Banana Cookies,2.92,['banana' 'cinnamon' 'vanilla'],81,23,/recipes/food/views/bacon-banana-cookies-369252
"Grapefruit ""Creamsicle""",3.0,['hibiscus' 'vanilla'],100,2,/recipes/food/views/grapefruit-creamsicle-380630
Almond-Cranberry Quinoa Cookies,3.73,['almond' 'cranberry' 'honey' 'oat' 'vanilla'],93,31,/recipes/food/views/almond-cranberry-quinoa-cookies-380583
Pecan and Chocolate Pralines,1.0,['chocolate' 'pecan'],0,4,/recipes/food/views/pecan-and-chocolate-pralines-380636
Maple Tart Tatin,4.0,['apple' 'maple' 'vanilla'],100,6,/recipes/food/views/maple-tart-tatin-380634
Maple Syrup-Soaked Doughnut Holes,3.0,['maple'],67,6,/recipes/food/views/maple-syrup-soaked-doughnut-holes-380633
Yum Yum Nut Sweets,0.0,['almond' 'walnut'],0,0,/recipes/food/views/yum-yum-nut-sweets-369549
The Ultimate Indulgent Hot Cocoa For Two,3.5,['cocoa' 'vanilla'],100,1,/recipes/food/views/the-ultimate-indulgent-hot-cocoa-for-two-369470
Root Beer Cake,3.0,['anise' 'cardamom' 'ginger' 'lemon' 'nutmeg' 'pepper' 'vanilla'],100,1,/recipes/food/views/root-beer-cake-369449
Simple Hot Cocoa for One,3.6,['cocoa' 'vanilla'],93,28,/recipes/food/views/simple-hot-cocoa-for-one-369469
Pink Peppermint Swirl Marshmallows,3.38,['marshmallow'],100,5,/recipes/food/views/pink-peppermint-swirl-marshmallows-369411
The Ultimate Indulgent Hot Chocolate for Two,3.75,['chocolate' 'cocoa' 'vanilla'],100,3,/recipes/food/views/the-ultimate-indulgent-hot-chocolate-for-two-369410
OMG Homemade Marshmallows,4.0,['marshmallow' 'vanilla'],100,4,/recipes/food/views/omg-homemade-marshmallows-369429
Simple Hot Chocolate for One,3.7,['chocolate' 'cocoa' 'vanilla'],100,6,/recipes/food/views/simple-hot-chocolate-for-one-369409
Pear and Cranberry Cobbler with Citrus-Infused Custard Sauce,3.67,['allspice' 'brandy' 'cranberry' 'orange' 'pear'],100,3,/recipes/food/views/pear-and-cranberry-cobbler-with-citrus-infused-custard-sauce-369370
Pumpkin Whoopie Pies,3.84,['cinnamon' 'clove' 'ginger' 'nutmeg' 'pecan' 'pumpkin' 'vanilla'],95,43,/recipes/food/views/pumpkin-whoopie-pies-369375
Citrus-Infused Custard Sauce,0.0,['lemon' 'orange'],0,0,/recipes/food/views/citrus-infused-custard-sauce-369371
Whisky Caramel Sauce,0.0,['whiskey'],100,1,/recipes/food/views/whisky-caramel-sauce-369291
Chocolate Espresso Sauce,0.0,['chocolate' 'vanilla'],0,0,/recipes/food/views/chocolate-espresso-sauce-369290
"Bomboloni with Chocolate Espresso, Whisky Caramel, and Clementine Sauces",0.0,['caramel' 'cinnamon' 'vanilla'],0,0,/recipes/food/views/bomboloni-with-chocolate-espresso-whisky-caramel-and-clementine-sauces-369289
Apple Brown Betty with Sorghum Zabaglione,0.0,['apple' 'cinnamon' 'ginger' 'lemon' 'vanilla'],0,0,/recipes/food/views/apple-brown-betty-with-sorghum-zabaglione-369190
Sorghum Zabaglione,0.0,['lemon' 'vanilla'],0,0,/recipes/food/views/sorghum-zabaglione-369191
Peppermint Ice Cream Trifle,0.0,['chocolate' 'vanilla'],0,0,/recipes/food/views/peppermint-ice-cream-trifle-369113
"Cold ""Hot Chocolate"" Trifle",4.0,['chocolate' 'marshmallow'],100,1,/recipes/food/views/cold-hot-chocolate-trifle-369111
Toasted-Coconut-Cake Trifle,4.0,['coconut' 'lime'],100,1,/recipes/food/views/toasted-coconut-cake-trifle-369090
Almond-Cherry Chocolate Bark,4.0,['almond' 'cherry' 'cocoa' 'vanilla'],100,1,/recipes/food/views/almond-cherry-chocolate-bark-369109
Berry-Citrus Trifle,3.0,['mint' 'orange'],50,2,/recipes/food/views/berry-citrus-trifle-369110
Pumpkin Mousse Trifle,3.0,['cinnamon' 'clove' 'nutmeg' 'pumpkin'],0,0,/recipes/food/views/pumpkin-mousse-trifle-369115
Classic Vegan Pumpkin Pie,0.0,['cinnamon' 'graham_cracker' 'pumpkin'],0,0,/recipes/food/views/classic-vegan-pumpkin-pie-369049
Cold Cherry Soup,0.0,['apple' 'cherry' 'lime'],0,0,/recipes/food/views/cold-cherry-soup-369070
Soy Vanilla Ice Cream,0.0,['vanilla'],0,0,/recipes/food/views/soy-vanilla-ice-cream-367911
Whole Wheat Cinnamon Sticky Buns,2.8,['almond' 'apple' 'cinnamon' 'raisin' 'vanilla' 'walnut'],50,8,/recipes/food/views/whole-wheat-cinnamon-sticky-buns-367910
Vegan Chocolate Ganache Frosting,3.0,['chocolate' 'vanilla'],100,1,/recipes/food/views/vegan-chocolate-ganache-frosting-367930
The Amazing Black Bean Brownies,3.27,['chocolate' 'coffee' 'vanilla' 'walnut'],88,8,/recipes/food/views/the-amazing-black-bean-brownies-367890
Chocolate Peanut Butter MousseFilled Cupcakes,3.33,['apple' 'chocolate' 'cocoa' 'peanut' 'vanilla'],100,2,/recipes/food/views/chocolate-peanut-butter-mousse-filled-cupcakes-367891
Pretzel Ice Cream Pie,0.0,['pretzel'],0,0,/recipes/food/views/pretzel-ice-cream-pie-368449
Pretzel Ice Cream,0.0,['pretzel'],0,0,/recipes/food/views/pretzel-ice-cream-368429
Chocolate-Almond Bark with Sea Salt,3.8,['almond' 'chocolate'],95,23,/recipes/food/views/chocolate-almond-bark-with-sea-salt-368956
Lemony Slice-and-Bakes,3.54,['lemon' 'vanilla'],93,34,/recipes/food/views/lemony-slice-and-bakes-368940
Butterfinger Truffles,2.7,['chocolate' 'cocoa' 'peanut'],43,7,/recipes/food/views/butterfinger-truffles-368973
Cardamom Crescents,3.81,['cardamom' 'cinnamon' 'pecan' 'vanilla'],90,25,/recipes/food/views/cardamom-crescents-368951
Butterscotch Blondie Bars With Peanut-Pretzel Caramel,2.91,['honey' 'peanut' 'pretzel' 'vanilla'],68,38,/recipes/food/views/butterscotch-blondie-bars-with-peanut-pretzel-caramel-368950
Almond-Oat Lace Cookies,3.14,['almond' 'chocolate' 'honey' 'oat'],74,29,/recipes/food/views/almond-oat-lace-cookies-368969
Cherry-Pistachio Nougat,2.38,['cherry' 'honey' 'pistachio'],43,16,/recipes/food/views/cherry-pistachio-nougat-368953
White Chocolate-Mint Pots de Crème with Candy Cane Brittle,3.13,['chocolate' 'mint' 'vanilla'],67,6,/recipes/food/views/white-chocolate-mint-pots-de-creme-with-candy-cane-brittle-368980
Sugarplum-Orange and Apricot-Earl Grey Jam Tarts,0.0,['apricot' 'earl_grey' 'hazelnut' 'nutmeg' 'orange' 'plum'],0,0,/recipes/food/views/sugarplum-orange-and-apricot-earl-grey-jam-tarts-368968
Chewy Ginger Cookies,3.54,['cinnamon' 'ginger' 'nutmeg' 'pepper' 'vanilla'],81,69,/recipes/food/views/chewy-ginger-cookies-368954
"""Candy Corn"" Frozen Citrus Cream Pops",2.0,['lemon' 'orange'],0,1,/recipes/food/views/-candy-corn-frozen-citrus-cream-pops-368770
Megan's Pecan Pralines,3.0,['pecan' 'vanilla'],67,3,/recipes/food/views/megans-pecan-pralines-368712
Siobhan's Thumbprint Cookies,3.92,['apricot' 'vanilla'],95,40,/recipes/food/views/siobhans-thumbprint-cookies-368715
Sara's Santa's Whiskers,3.47,['cherry' 'coconut' 'pecan' 'rum'],91,25,/recipes/food/views/saras-santas-whiskers-368714
Caramel Corn with Smoked Almonds and Fleur de Sel,3.4,['almond'],100,4,/recipes/food/views/caramel-corn-with-smoked-almonds-and-fleur-de-sel-368716
Esther's Gingery Chocolate Chip Cookies,4.0,['chocolate' 'ginger' 'vanilla'],100,10,/recipes/food/views/esthers-gingery-chocolate-chip-cookies-368709
Patricia's Viennese Crescents,3.56,['vanilla' 'walnut'],92,13,/recipes/food/views/patricias-viennese-crescents-368713
Kendra's Vanilla-Cherry Chocolate Chip Cookies,3.77,['cherry' 'chocolate' 'vanilla' 'walnut'],94,20,/recipes/food/views/kendras-vanilla-cherry-chocolate-chip-cookies-368710
Lauren's Peanut Butter Kiss Cookies,3.79,['almond' 'chocolate' 'peanut'],96,26,/recipes/food/views/laurens-peanut-butter-kiss-cookies-368711
Bourbon Bread Pudding,3.77,['cinnamon' 'nutmeg' 'pecan' 'vanilla'],85,14,/recipes/food/views/bourbon-bread-pudding-368689
Frozen Coconut Yogurt with Cinnamon,1.5,['cinnamon' 'coconut'],33,7,/recipes/food/views/frozen-coconut-yogurt-with-cinnamon-368669
Best Friends Forever Brownies,4.0,['chocolate' 'cocoa' 'vanilla' 'walnut'],100,21,/recipes/food/views/best-friends-forever-brownies-368530
Caramel Apple Crisp,3.71,['almond' 'apple' 'vanilla'],85,27,/recipes/food/views/caramel-apple-crisp-368529
Peanut-Pecan Butter and Oatmeal Cookies,3.58,['oat' 'peanut' 'pecan' 'vanilla'],83,19,/recipes/food/views/peanut-pecan-butter-and-oatmeal-cookies-368298
Pear Upside-Down Cake,2.75,['caramel' 'pear' 'vanilla'],79,17,/recipes/food/views/pear-upside-down-cake-368299
Cranberry Spice Cake,3.67,['apple' 'cardamom' 'cinnamon' 'cranberry' 'lemon' 'orange' 'vanilla'],88,17,/recipes/food/views/cranberry-spice-cake-368253
Toasted Nut Tart,2.5700000000000003,['hazelnut' 'pistachio' 'vanilla'],40,5,/recipes/food/views/toasted-nut-tart-368287
Grape & Apple Pie,3.33,['apple' 'grape' 'vanilla'],67,3,/recipes/food/views/grape-apple-pie-368275
Pumpkin Cheesecake,2.31,['cardamom' 'cinnamon' 'ginger' 'mascarpone' 'nutmeg' 'pumpkin' 'ricotta'],44,10,/recipes/food/views/pumpkin-cheesecake-368280
Pumpkin-Pear Crisps,1.0,"['cinnamon' 'clove' 'lemon' 'maple' 'oat' 'pear' 'pumpkin' 'raisin'
 'vanilla' 'walnut']",0,1,/recipes/food/views/pumpkin-pear-crisps-368282
Poached Apples with Vanilla Yogurt,3.93,['anise' 'apple' 'cinnamon' 'honey' 'lemon' 'orange' 'vanilla'],100,9,/recipes/food/views/poached-apples-with-vanilla-yogurt-368301
Citrus-Cranberry Compote,3.67,['cranberry' 'maple' 'orange' 'vanilla'],0,1,/recipes/food/views/citrus-cranberry-compote-368252
Buttermilk-Lemon Chess Pie,3.25,['lemon' 'vanilla'],80,5,/recipes/food/views/buttermilk-lemon-chess-pie-368269
"Pecan, Bourbon, and Butterscotch Bread Pudding",3.79,['pecan' 'vanilla'],93,50,/recipes/food/views/pecan-bourbon-and-butterscotch-bread-pudding-368300
Apple-Walnut-Ginger Galette,3.8,['apple' 'cinnamon' 'ginger' 'walnut'],100,7,/recipes/food/views/apple-walnut-ginger-galette-368305
Apple-Gingersnap Ice Cream,3.0,['apple' 'cinnamon' 'vanilla'],100,1,/recipes/food/views/apple-gingersnap-ice-cream-368070
Raspberry Velvet,4.0,['lime' 'mint' 'raspberry'],100,1,/recipes/food/views/raspberry-velvet-366530
Bread with Chocolate and Olive Oil,3.09,['cocoa'],67,19,/recipes/food/views/bread-with-chocolate-and-olive-oil-367970
Simply Splendid Sugar Cookies,3.26,['vanilla'],82,16,/recipes/food/views/simply-splendid-sugar-cookies-367869
Fabulous Fig Parfaits,0.0,['coconut' 'date' 'fig' 'pecan' 'raspberry'],0,0,/recipes/food/views/fabulous-fig-parfaits-367650
Praline Shortbread Squares,0.0,['almond' 'pecan' 'vanilla'],0,0,/recipes/food/views/praline-shortbread-squares-367672
Quonquont Farm Raspberry Soup,0.0,['raspberry'],0,0,/recipes/food/views/quonquont-farm-raspberry-soup-367691
Chocolate and Hazelnut Spread,3.0,['chocolate' 'hazelnut'],67,3,/recipes/food/views/chocolate-and-hazelnut-spread-367792
Christmas Wreaths,3.31,['cinnamon' 'marshmallow' 'vanilla'],89,10,/recipes/food/views/christmas-wreaths-367829
Gourmet Live's First-Birthday Cake,3.63,['chocolate' 'vanilla'],91,24,/recipes/food/views/-em-gourmet-live-em-s-first-birthday-cake-367789
Honeycomb,3.75,['chocolate'],75,5,/recipes/food/views/honeycomb-367810
Chocolate Hazelnut Cake with Praline Chocolate Crunch,3.0,['chocolate' 'cocoa' 'hazelnut' 'orange'],50,13,/recipes/food/views/chocolate-hazelnut-cake-with-praline-chocolate-crunch-367752
Ginger-Yogurt Mousse with Pistachio Meringue,4.0,['ginger' 'pistachio' 'vanilla'],100,1,/recipes/food/views/ginger-yogurt-mousse-with-pistachio-meringue-367714
Banana Tartes Tatin,3.67,['banana'],100,10,/recipes/food/views/banana-tartes-tatin-367749
Buttered-Popcorn Ice Cream Sundae,4.0,['chocolate' 'peanut' 'vanilla'],100,4,/recipes/food/views/buttered-popcorn-ice-cream-sundae-367710
Milk Chocolate and Salted Caramel Gâteau Saint-Honoré,3.14,['chocolate' 'vanilla'],67,6,/recipes/food/views/milk-chocolate-and-salted-caramel-gateau-saint-honore-367763
Orange-Blossom-Honey Madeleines,4.0,['honey' 'orange' 'vanilla'],100,3,/recipes/food/views/orange-blossom-honey-madeleines-367764
